"numDf","LogLik","Df","Chisq","Pr(>Chisq)","Deviance","dDeviance","LR","AIC","LR_Df","dAIC"
2,559.580414070322,NA,NA,NA,1119.16082814064,NA,NA,NA,NA,NA
3,570.727664312681,1,22.2945004847179,2.33875448544988e-06,1141.45532862536,22.2945004847179,69372.8071818024,16.2945004847179,69372.8071818024,NA
6,579.993902098105,3,18.5324755708484,0.000341514472080288,1159.98780419621,18.5324755708484,10574.8919400175,6.53247557084842,3524.96398000584,-9.76202491386948
