"numDf","LogLik","Df","Chisq","Pr(>Chisq)","Deviance","dDeviance","LR","AIC","LR_Df","dAIC"
2,367.504478009794,NA,NA,NA,735.008956019587,NA,NA,NA,NA,NA
3,378.471263433287,1,21.9335708469871,2.82252883113219e-06,756.942526866575,21.9335708469871,57918.1116322383,15.9335708469871,57918.1116322383,NA
6,387.577774508443,3,18.2130221503115,0.000397518970994306,775.155549016886,18.2130221503115,9013.79152576403,6.21302215031153,3004.59717525468,-9.72054869667556
